#trigger_num|amplitude|amplitude_error|peak_energy|peak_energy_error|
|      01473|   0.0554|         0.0006|        376|                7|
|      01698|   0.0201|         0.0002|        182|                9|
|      08101|   0.0071|         0.0002|        306|                9|
|      03929|   0.0118|         0.0001|        351|               50|
|      03523|   0.0301|         0.0001|           |                 |
|      02316|   0.0226|         0.0007|        157|                6|
|      03138|   0.0215|         0.0007|        177|                5|
|      05606|   0.0036|         0.0008|        203|               48|
|      02122|   0.0047|         0.0002|        393|               84|
|      03301|   0.0076|         0.0004|        427|               48|
|      01156|   0.0017|         0.0003|        383|              174|
|      02993|   0.0057|         0.0002|       1689|              483|
|      03035|   0.0109|         0.0003|        263|               12|
|      04368|   0.0700|         0.0003|        112|               20|
|      07760|   0.0129|         0.0001|        149|               28|
|      07938|   0.0070|         0.0009|        145|                8|
|      01983|   0.0657|         0.0018|        264|                5|
|      05624|   0.0118|         0.0025|        227|               32|
|      05995|   0.0298|         0.0001|        755|               80|
|      05609|   0.0163|         0.0001|        145|               14|
|      07941|   0.0074|         0.0001|           |                 |
|      03937|   0.0096|         0.0011|        164|                7|
|      03410|   0.0662|         0.0204|        120|                9|
|      07248|   0.0081|         0.0001|        382|              204|
|      01025|   0.0466|         0.0008|        131|                6|
|      08053|   0.4870|         0.0423|         90|                1|
|      07549|   0.0262|         0.0005|        269|                8|
|      02929|   0.0105|         0.0001|           |                 |
|      05473|   0.0048|         0.0003|        354|               32|
|      03253|   0.0258|         0.0001|        213|               14|
|      07281|   0.2143|         0.0345|        140|                6|
|      03870|   0.0242|         0.0033|        118|               19|
|      03663|   0.0018|         0.0001|        505|              158|
|      06668|   0.0166|         0.0010|           |                 |
|      02856|   0.0182|         0.0001|        299|               30|
|      06570|   0.0190|         0.0053|         89|                6|
|      03002|   0.0079|         0.0004|        205|               11|
|      06380|   0.0042|         0.0001|        226|               33|
|      01141|   0.0332|         0.0005|        410|               15|
|      00109|   0.0081|         0.0004|        523|               87|
|      01484|   0.0358|         0.0004|        162|                9|
|      01085|   0.0572|         0.0002|        197|                6|
|      03657|   0.0110|         0.0001|        279|               51|
|      01288|   0.0070|         0.0001|        233|               22|
|      01886|   0.0285|         0.0002|        560|               47|
|      08098|   0.0248|         0.0041|        146|               10|
|      07586|   0.0162|         0.0029|        195|               20|
|      02833|   0.0331|         0.0002|        211|                9|
|      05989|   0.0114|         0.0001|           |                 |
|      03930|   0.0137|         0.0001|        430|               28|
|      07788|   0.0123|         0.0019|        127|                9|
|      02431|   0.1730|         0.0078|        199|                8|
|      03178|   0.0096|         0.0001|           |                 |
|      06587|   0.0828|         0.0009|        311|                5|
|      03115|   0.0092|         0.0001|        255|               20|
|      02661|   0.1040|         0.0037|        177|                3|
|      01609|   0.0406|         0.0008|        262|                7|
|      02383|   0.0032|         0.0001|           |                 |
|      03247|   0.0020|         0.0002|        358|               53|
|      06293|   0.1817|         0.0026|           |                 |
|      06198|   0.1037|         0.0012|        338|                8|
|      07954|   0.0671|         0.0014|        220|                4|
|      03345|   0.0205|         0.0003|        166|               16|
|      06235|   0.0506|         0.0005|        321|               33|
|      02790|   0.0081|         0.0001|        188|                8|
|      08081|   0.0188|         0.0048|        155|               27|
|      01571|   0.0059|         0.0003|        297|               42|
|      06249|   0.0029|         0.0000|        223|               25|
|      00351|   0.0039|         0.0003|        174|               12|
|      07240|   0.0150|         0.0007|        649|               73|
|      02889|   0.0055|         0.0001|        218|               13|
|      01997|   0.0294|         0.0184|         66|                8|
|      02852|   0.0171|         0.0001|        307|               25|
|      07360|   0.0147|         0.0005|        259|               11|
|      07310|   0.0065|         0.0002|        319|               15|
|      00298|   0.0131|         0.0003|        389|               67|
|      07012|   0.0196|         0.0001|        255|               16|
|      03481|   0.0146|         0.0005|        347|               24|
|      03458|   0.0344|         0.0008|        257|                5|
|      02606|   0.0053|         0.0008|        281|               56|
|      07884|   0.0063|         0.0003|        636|              129|
|      01712|   0.0048|         0.0001|        178|               13|
|      03352|   0.0175|         0.0009|        143|                4|
|      02286|   0.0265|         0.0008|        299|               11|
|      06397|   0.0246|         0.0013|        186|                6|
|      02151|   0.0721|         0.0025|        534|               86|
|      05526|   0.0044|         0.0002|        270|               19|
|      03152|   0.0089|         0.0002|           |                 |
|      07530|   0.2131|         0.0215|        147|                4|
|      03537|   0.0092|         0.0001|        220|               20|
|      06274|   0.0097|         0.0012|        126|               10|
|      03954|   0.0231|         0.0014|        262|               24|
|      07477|   0.0079|         0.0001|        216|               20|
|      02329|   0.0501|         0.0001|           |                 |
|      07503|   0.0055|         0.0001|        154|               22|
|      08087|   0.0021|         0.0000|        329|               75|
|      06389|   0.0236|         0.0018|        203|               17|
|      06525|   0.0091|         0.0001|        183|               13|
|      01480|   0.0090|         0.0029|        246|               66|
|      07475|   0.0242|         0.0012|        138|                5|
|      07810|   0.0091|         0.0003|        622|               47|
|      07569|   0.0040|         0.0001|           |                 |
|      02619|   0.0014|         0.0001|           |                 |
|      01676|   0.0173|         0.0005|        206|                7|
|      00451|   0.0332|         0.0019|        143|                8|
|      07695|   0.0218|         0.0001|        725|               95|
|      05486|   0.0177|         0.0026|        184|               27|
|      02514|   0.0853|         0.0017|        208|               22|
|      02389|   0.0131|         0.0001|        142|               11|
|      06944|   0.0340|         0.0030|        105|                2|
|      03788|   0.0334|         0.0020|        175|                5|
|      07301|   0.0208|         0.0001|        386|               33|
|      07660|   0.0038|         0.0002|        498|               53|
|      07170|   0.0058|         0.0000|           |                 |
|      00130|   0.0110|         0.0015|        180|               23|
|      07295|   0.0108|         0.0007|        330|               19|
|      02890|   0.0040|         0.0001|           |                 |
|      06892|   0.0028|         0.0002|        308|               41|
|      03128|   0.0249|         0.0005|        363|                9|
|      07457|   0.0041|         0.0004|        737|              332|
|      02831|   0.0178|         0.0000|        503|               24|
|      07971|   0.0123|         0.0006|        237|               15|
|      00647|   0.0499|         0.0021|        190|                3|
|      01121|   0.0137|         0.0001|        250|               16|
|      02984|   0.0069|         0.0001|           |                 |
|      03241|   0.0168|         0.0004|        204|                8|
|      05512|   0.0092|         0.0001|        174|               11|
|      00444|   0.5183|         0.5078|         91|               13|
|      01721|   0.0215|         0.0003|        182|               27|
|      02891|   0.0090|         0.0001|       1116|               60|
|      07647|   0.0029|         0.0001|           |                 |
|      03245|   0.0247|         0.0001|        291|                8|
|      03491|   0.0451|         0.0002|        186|                9|
|      07906|   0.0917|         0.0007|        394|                7|
|      06891|   0.0050|         0.0003|        434|               99|
|      07277|   0.0541|         0.0095|        113|                4|
|      03448|   0.0014|         0.0001|           |                 |
|      03087|   0.2097|         0.0431|        182|               20|
|      01519|   0.0077|         0.0003|        929|              351|
|      02287|   0.0060|         0.0002|        331|               16|
|      06617|   0.1325|         0.0013|        259|               32|
|      06615|   0.0061|         0.0004|        336|               25|
|      04701|   0.0121|         0.0004|        232|                6|
|      02138|   0.0091|         0.0001|        161|               13|
|      02863|   0.0058|         0.0001|        243|               46|
|      07976|   0.0062|         0.0002|        311|               16|
|      04898|   1.0609|         0.2503|         58|                1|
|      02110|   0.0120|         0.0002|        459|               16|
|      01440|   0.0090|         0.0001|        248|               25|
|      05773|   0.0488|         0.0002|        177|                6|
|      07464|   0.0089|         0.0001|        326|               26|
|      03593|   0.0063|         0.0001|       1243|              114|
|      07948|   0.0095|         0.0023|         68|                4|
|      06744|   0.1301|         0.0156|        119|                4|
|      07703|   0.0082|         0.0012|        231|               38|
|      05704|   0.0705|         0.0047|        151|                7|
|      07028|   0.0620|         0.0100|        223|               20|
|      00973|   0.0149|         0.0001|        251|               27|
|      06115|   0.0048|         0.0001|        487|               22|
|      03287|   0.0084|         0.0001|        168|               16|
|      03567|   0.0003|         0.0001|           |                 |
|      05591|   0.0065|         0.0005|        435|              122|
|      01538|   0.0408|         0.0024|        226|               15|
|      05701|   0.0169|         0.0002|           |                 |
|      03917|   0.0061|         0.0008|        393|               82|
|      06985|   0.0359|         0.0001|        340|               25|
|      03067|   0.0493|         0.0010|        388|               18|
|      06453|   0.0223|         0.0013|        102|                2|
|      00105|   0.0785|         0.0054|        137|                4|
|      02450|   0.0091|         0.0004|        227|                9|
|      06694|   0.0043|         0.0002|        422|               30|
|      02193|   0.0140|         0.0006|        282|                7|
|      07578|   0.0112|         0.0002|        215|               45|
|      03057|   0.0366|         0.0001|        620|               35|
|      01419|   0.0048|         0.0002|        213|               17|
|      02127|   0.0123|         0.0001|        467|               72|
|      05654|   0.0175|         0.0001|        242|               11|
|      07929|   0.0082|         0.0000|        343|               22|
|      02703|   0.0039|         0.0000|        282|               29|
|      03360|   0.0031|         0.0003|        565|              176|
|      01623|   0.0055|         0.0002|        522|               47|
|      05632|   0.0031|         0.0001|       1205|              243|
|      00678|   0.0152|         0.0001|           |                 |
|      02919|   0.0167|         0.0009|        359|               53|
|      07285|   0.0053|         0.0008|        107|                7|
|      03662|   0.0045|         0.0001|           |                 |
|      06642|   0.0043|         0.0002|        289|               14|
|      05567|   0.0233|         0.0001|        268|               14|
|      00249|   0.0355|         0.0001|        446|               22|
|      07854|   0.0086|         0.0001|        150|                9|
|      07247|   0.0045|         0.0000|           |                 |
|      07925|   0.0069|         0.0001|           |                 |
|      03464|   0.0062|         0.0003|        321|               27|
|      03765|   0.0158|         0.0005|        220|                6|
|      02571|   0.0049|         0.0000|           |                 |
|      02112|   0.0004|         0.0001|           |                 |
|      02994|   0.0116|         0.0001|       1099|               55|
|      06168|   0.0129|         0.0001|           |                 |
|      05711|   0.0399|         0.0003|           |                 |
|      00999|   0.0273|         0.0029|        265|               26|
|      06100|   0.0208|         0.0003|        560|               32|
|      06581|   0.0077|         0.0001|        193|               15|
|      07592|   0.0197|         0.0002|        183|               10|
|      05697|   0.4029|         0.0664|         54|                2|
|      01711|   0.0307|         0.0002|        284|               20|
|      05568|   0.0391|         0.0012|        527|               32|
|      03658|   0.0536|         0.0019|        221|                6|
|      02676|   0.0414|         0.0001|        310|               13|
|      07318|   0.0127|         0.0002|        694|               30|
|      00143|   0.0482|         0.0001|        586|               28|
|      07236|   0.0056|         0.0003|        239|               13|
|      06665|   0.0413|         0.0002|        224|                7|
|      07688|   0.0039|         0.0001|        207|               37|
|      02156|   0.0129|         0.0001|        281|               33|
|      01989|   0.0045|         0.0006|         99|                8|
|      07343|   0.0275|         0.0000|        444|                9|
|      06266|   0.0072|         0.0001|        280|               24|
|      03489|   0.0308|         0.0008|        314|                9|
|      06240|   0.0048|         0.0005|        365|               71|
|      06618|   0.0053|         0.0001|        315|               47|
|      06336|   0.0196|         0.0004|        805|               89|
|      00676|   0.0071|         0.0008|        315|               36|
|      02080|   0.0136|         0.0005|        303|               18|
|      03891|   0.0129|         0.0025|        145|               13|
|      01663|   0.0418|         0.0001|        409|               13|
|      02276|   0.0023|         0.0001|           |                 |
|      01385|   0.0097|         0.0001|        417|               52|
|      05477|   0.0094|         0.0001|           |                 |
|      01122|   0.0455|         0.0016|        157|                3|
|      02061|   0.0053|         0.0005|        294|               26|
|      06472|   0.0146|         0.0004|        298|               13|
|      03480|   0.0293|         0.0010|        341|               14|
|      06560|   0.0211|         0.0011|        177|                5|
|      03918|   0.0090|         0.0009|        319|               38|
|      02228|   0.0137|         0.0007|        204|                8|
|      03412|   0.0155|         0.0005|           |                 |
|      06414|   0.0070|         0.0001|        171|               21|
|      00257|   0.0064|         0.0001|           |                 |
|      04556|   0.0719|         0.0023|        235|                7|
|      03408|   0.0298|         0.0003|        308|                5|
|      08008|   0.0234|         0.0004|        497|               15|
|      02537|   0.1376|         0.0050|         94|                1|
|      03734|   0.0915|         0.0005|        339|               30|
|      03492|   0.0207|         0.0001|        373|               63|
|      01503|   0.0170|         0.0002|        104|                8|
|      06904|   0.0076|         0.0001|        939|              180|
|      06963|   0.0527|         0.0012|        214|                3|
|      06763|   0.0175|         0.0048|        122|               15|
|      03003|   0.0084|         0.0001|           |                 |
|      05621|   0.0794|         0.0056|        213|               13|
|      07986|   0.0325|         0.0004|        200|               26|
|      06350|   0.0185|         0.0004|        325|               10|
|      06390|   0.0036|         0.0001|           |                 |
|      04039|   0.0071|         0.0001|       1316|              119|
|      06124|   0.0673|         0.0006|        402|                7|
|      02611|   0.0552|         0.0004|        511|               73|
|      02855|   0.0184|         0.0001|        360|               19|
|      02617|   0.0225|         0.0004|        458|               19|
|      01468|   0.0034|         0.0001|        811|               54|
|      02533|   0.0269|         0.0003|        413|                8|
|      05585|   0.0012|         0.0001|           |                 |
|      02679|   0.0241|         0.0009|        792|              212|
|      05299|   0.0395|         0.0001|        142|                4|
|      08069|   0.0564|         0.0003|        221|               21|
|      05563|   0.0763|         0.0061|        171|                9|
|      01733|   0.0066|         0.0001|           |                 |
|      07766|   0.0114|         0.0001|           |                 |
|      08005|   0.0114|         0.0008|        428|               52|
|      01695|   0.0343|         0.0007|        421|               15|
|      05489|   0.0083|         0.0001|        219|               19|
|      03042|   0.0112|         0.0004|        250|               11|
|      01652|   0.0141|         0.0014|        129|                6|
|      07994|   0.0142|         0.0001|        254|               16|
|      06526|   0.0097|         0.0030|        128|               17|
|      06576|   0.0152|         0.0003|        602|               56|
|      02812|   0.0175|         0.0005|        242|                8|
|      01982|   0.0052|         0.0002|           |                 |
